name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
MarutiAlto800VXI,2017,325000,23000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
MarutiAltoK10LXI,2010,145000,70000,Petrol,Individual,Manual,SecondOwner,20.92,998,67.1,5
MarutiSwiftVDI,2018,675000,23000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74,5
MarutiWagonRVXIOptional,2016,340000,30000,Petrol,Individual,Manual,SecondOwner,20.51,998,67.04,5
TataManzaAuraPlusQuadrajetBSIV,2011,340000,50000,Diesel,Individual,Manual,FirstOwner,19,1248,90,5
MarutiOmniMPISTDBSIV,2014,260000,40000,Petrol,Individual,Manual,FirstOwner,16.8,796,34.2,5
MarutiAlto800LXI,2015,300000,50000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
Maruti800AC,2007,75000,60000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
TataIndicaVistaTDILX,2011,350000,80000,Diesel,Individual,Manual,FirstOwner,19.4,1405,70,5
MarutiXL6Alpha,2019,1000000,15000,Petrol,Individual,Manual,FirstOwner,19.01,1462,103.2,6
TataManzaAura(ABS)QuadrajetBSIV,2010,170000,150000,Diesel,Individual,Manual,ThirdOwner,21.12,1248,88.8,5
MarutiSwiftDzireTourSCNG,2018,600000,40000,Petrol,Individual,Manual,FirstOwner,19,1197,85.8,5
HondaCity1.5VAT,2010,800000,25000,Petrol,Individual,Automatic,FirstOwner,16.8,1497,118,5
ForceOneEX,2018,850000,120000,Diesel,Individual,Manual,SecondOwner,17,2650,80.84,7
MahindraXUV500W62WD,2014,980000,120000,Diesel,Individual,Manual,SecondOwner,15.1,2179,140,7
FordEndeavour2.5L4X2,2011,850000,298000,Diesel,Individual,Manual,SecondOwner,13.1,2499,141,7
TataSumoGoldGXBSIII,2012,340000,270000,Diesel,Individual,Manual,ThirdOwner,14.07,2956,68.4,7
MarutiVitaraBrezzaZDiAMT,2018,900000,50000,Diesel,Individual,Automatic,SecondOwner,24.3,1248,88.5,5
MarutiSwiftDzireVDi,2010,310000,120000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
MarutiErtigaZDI,2013,600000,60000,Diesel,Individual,Manual,ThirdOwner,20.77,1248,88.8,7
MarutiSwiftDzireZDi,2008,270000,149000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
HyundaiSantroSportzBSIV,2019,509999,5000,Petrol,Individual,Manual,FirstOwner,20.3,1086,68,5
TataIndicaVistaTDILX,2013,225000,70000,Diesel,Individual,Manual,SecondOwner,19.4,1405,70,5
Hyundaii10Magna,2015,280000,55000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
TataTiago1.05RevotorqXZWOAlloy,2016,490000,100000,Diesel,Individual,Manual,FirstOwner,27.28,1047,69,5
MahindraBolero2011-2019PlusAC,2013,440000,120000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,9
TataSafariStormeEX,2014,500000,291977,Diesel,Individual,Manual,FirstOwner,14,2179,138.1,7
HondaCR-V2.4L4WD,2005,476999,85000,Petrol,Individual,Manual,ThirdOwner,11.1,2354,158.8,5
Hyundaii20Active1.2S,2015,590000,70000,Petrol,Individual,Manual,ThirdOwner,17.19,1197,81.86,5
FordEndeavour2.5L4X2MT,2010,500000,120000,Diesel,Individual,Manual,FirstOwner,13.1,2499,141,7
FordEcoSport1.5TDCiTitaniumBSIV,2015,600000,40000,Diesel,Individual,Manual,FirstOwner,22.77,1498,98.59,5
MahindraScorpio1.99S4,2016,750000,70000,Diesel,Individual,Manual,FirstOwner,15.4,1997,120,7
BMW3Series320dGTLuxuryLine,2017,2950000,39000,Diesel,Dealer,Automatic,FirstOwner,19.59,1995,187.74,5
BMW5Series520dLuxuryLine,2019,5200000,10000,Diesel,Dealer,Automatic,FirstOwner,18.12,1995,190,5
VolkswagenPolo1.5TDIComfortline,2019,695000,36800,Diesel,Dealer,Manual,FirstOwner,20.14,1498,88,5
MarutiSwiftDzireVDIOptional,2018,690000,52200,Diesel,Dealer,Manual,FirstOwner,26.59,1248,74,5
HyundaiGrandi101.2CRDiMagna,2016,409999,78000,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
TataHarrierXZPlus,2020,1650000,16000,Diesel,Dealer,Manual,FirstOwner,17,1956,167.67,5
AudiQ32.0TDIQuattroPremiumPlus,2016,2375000,30000,Diesel,Dealer,Automatic,FirstOwner,15.73,1968,174.33,5
HyundaiGrandi101.2CRDiSportz,2017,525000,29000,Diesel,Dealer,Manual,SecondOwner,24,1186,73.97,5
JeepCompass2.0LimitedPlus4X4,2019,2150000,25000,Diesel,Dealer,Manual,FirstOwner,16.3,1956,170.63,5
MahindraXUV500W82WD,2013,540000,60000,Diesel,Individual,Manual,SecondOwner,15.1,2179,140,7
ToyotaFortuner4x4AT,2017,2750000,60000,Diesel,Dealer,Automatic,SecondOwner,12.55,2982,168.5,7
MahindraScorpio1.99S104WD,2016,1000000,112000,Diesel,Dealer,Manual,SecondOwner,15.4,1997,120,7
AudiA435TDIPremiumPlus,2018,2900000,15000,Diesel,Dealer,Automatic,FirstOwner,18.25,1968,187.74,5
MahindraTUV300mHAWK100T8,2017,725000,40000,Diesel,Dealer,Manual,FirstOwner,18.49,1493,100,7
MarutiCiazAlphaDiesel,2018,975000,36000,Diesel,Dealer,Manual,FirstOwner,28.09,1248,88.5,5
MarutiWagonRVXI,2016,355000,60000,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
HondaCR-V2.4L4WDMT,2008,400000,120000,Petrol,Individual,Manual,FirstOwner,11.1,2354,158.8,5
MarutiAlto800VXIBSIV,2015,265000,48000,Petrol,Dealer,Manual,FirstOwner,24.7,796,47.3,5
VolkswagenPolo2015-20191.5TDIHighlinePlus,2018,650000,40000,Diesel,Dealer,Manual,FirstOwner,20.14,1498,88,5
MarutiCiaz1.3Alpha,2017,720000,60000,Diesel,Individual,Manual,FirstOwner,28.09,1248,88.5,5
HyundaiVerna1.6VTVTS,2016,850000,25000,Petrol,Individual,Manual,FirstOwner,17.01,1591,121.3,5
MarutiAltoK10VXI,2015,290000,42000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
Mercedes-BenzE-ClassE250Elegance,2010,1200000,35000,Petrol,Individual,Automatic,SecondOwner,10.93,2497,204,5
MahindraTUV300T8AMT,2016,600000,90000,Diesel,Individual,Automatic,SecondOwner,18.49,1493,100,7
MarutiRitzVDi,2011,300000,90000,Diesel,Individual,Manual,SecondOwner,21.1,1248,73.9,5
RenaultPulseRxL,2012,225000,110000,Diesel,Individual,Manual,SecondOwner,23.08,1461,63.12,5
MarutiSwiftDzireVDi,2009,240000,70000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
HyundaiVerna1.6SX,2014,700000,80000,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.32,5
MarutiSwiftVDIBSIV,2014,470000,70000,Diesel,Individual,Manual,SecondOwner,25.2,1248,74,5
Hyundaii20Active1.4SXDualTone,2016,800000,80000,Diesel,Individual,Manual,FirstOwner,21.19,1396,88.73,5
RenaultDuster110PSDieselRxZ,2012,450000,90000,Diesel,Individual,Manual,FirstOwner,19.01,1461,108.45,5
TataIndicaV2DLEBSII,2007,90000,90000,Diesel,Individual,Manual,ThirdOwner,17.2,1396,53.5,5
ToyotaCorollaAltisDieselD4DG,2010,450000,120000,Diesel,Individual,Manual,SecondOwner,21.43,1364,87.2,5
ToyotaEtiosLivaGD,2012,400000,107500,Diesel,Individual,Manual,SecondOwner,,,,
ToyotaInnovaCrysta2.8GXATBSIV,2017,1465000,62000,Diesel,Dealer,Automatic,FirstOwner,11.36,2755,171.5,7
HyundaiCreta1.6CRDiSXPlus,2016,925000,79000,Diesel,Dealer,Manual,FirstOwner,19.67,1582,126.2,5
ToyotaInnovaCrysta2.4GXMTBSIV,2016,1385000,60000,Diesel,Dealer,Manual,SecondOwner,13.68,2393,147.8,7
ToyotaFortuner4x4MT,2015,2000000,20000,Diesel,Individual,Manual,FirstOwner,12.55,2982,168.5,7
TataIndigoLS,2004,80000,248200,Diesel,Individual,Manual,SecondOwner,16.1,1405,70,5
MahindraScorpioSLX2.6Turbo8Str,2007,300000,110000,Diesel,Individual,Manual,SecondOwner,10.5,2179,120,7
MarutiSwiftDzireVDi,2009,360000,100000,Diesel,Individual,Manual,FirstOwner,19.3,1248,73.9,5
HyundaiVernaTransformCRDiVGTSXABS,2010,320000,70000,Diesel,Individual,Manual,SecondOwner,16.2,1493,110,5
AmbassadorClassic2000DSZACPS,1994,99000,100000,Diesel,Individual,Manual,SecondOwner,12.8,1995,52,5
MarutiErtigaSHVSZDI,2016,780000,50000,Diesel,Individual,Manual,SecondOwner,24.52,1248,88.5,7
MarutiErtigaVDI,2013,620000,139000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
SkodaOctaviaRS1.8TurboPetrolMT,2006,100000,120000,Petrol,Individual,Manual,ThirdOwner,13.1,1781,149.5,5
TataIndicaVistaSafireGLX,2014,210000,35000,Petrol,Individual,Manual,SecondOwner,16.7,1172,64.1,5
MahindraBolero2011-2019SLE,2015,375000,80000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
RenaultTriberRXZ,2019,786000,7720,Petrol,Individual,Manual,FirstOwner,20,999,71,7
MahindraXUV500W8AWD,2014,1000000,50000,Diesel,Individual,Manual,FirstOwner,15.1,2179,140,7
MarutiZenD,2002,120000,60000,Diesel,Individual,Manual,SecondOwner,20.8,1527,58,5
MahindraVeritoVibe1.5dCiD6,2016,750000,100000,Diesel,Individual,Manual,FirstOwner,20.8,1461,64.1,5
Hyundaii20Magna1.2,2016,550000,57882,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
TataSafariStormeLX,2018,875000,142000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,5
TataSafariStormeLX,2018,890000,140000,Diesel,Individual,Manual,ThirdOwner,14.1,2179,147.94,5
MarutiErtigaZXI,2015,700000,35000,Petrol,Individual,Manual,FirstOwner,16.02,1373,93.7,7
MahindraBolero2011-2019SLX,2015,550000,30000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
DatsunGOTPetrol,2018,400000,10000,Petrol,Individual,Manual,FirstOwner,19.83,1198,67,5
MarutiCelerioVXI,2015,290000,30000,Petrol,Individual,Manual,SecondOwner,23.1,998,67.04,5
TataIndigoCSLS(TDI)BSIII,2012,150000,90000,Diesel,Individual,Manual,FirstOwner,19.09,1396,69,5
MarutiEeco7SeaterStandardBSIV,2015,300000,35000,Petrol,Individual,Manual,SecondOwner,15.37,1196,73,7
MarutiSwift1.3VXi,2009,220000,25000,Petrol,Individual,Manual,FirstOwner,,,,
MarutiWagonRLXI,2008,221000,35008,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
DatsunRediGOT,2017,270000,31100,Petrol,Dealer,Manual,FirstOwner,22.7,799,53.64,5
HyundaiXcent1.1CRDiBase,2014,455000,42312,Diesel,Dealer,Manual,FirstOwner,24.4,1120,71,5
ToyotaEtiosGSafety,2011,300000,72000,Petrol,Dealer,Manual,FirstOwner,17.6,1496,88.7,5
ToyotaEtiosLiva1.4GD,2014,480000,54891,Diesel,Dealer,Manual,FirstOwner,23.59,1364,67.04,5
HyundaiVernaCRDi1.6ATSXPlus,2018,1000000,30000,Diesel,Individual,Automatic,FirstOwner,22,1582,126.2,5
BMW3Series320dLuxuryLinePlus,2017,2600000,44000,Diesel,Dealer,Automatic,FirstOwner,22.69,1995,190,5
ToyotaInnovaCrysta2.8ZXATBSIV,2017,1850000,18890,Diesel,Dealer,Automatic,FirstOwner,11.36,2755,171.5,7
HyundaiSantroMagnaBSIV,2019,500000,5000,Petrol,Individual,Manual,FirstOwner,20.3,1086,68,5
MahindraSsangyongRextonRX7,2013,800000,117000,Diesel,Dealer,Automatic,FirstOwner,11.18,2696,184,7
RenaultKoleos2.0Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,FirstOwner,13.73,1995,148,5
TataManzaClubClassQuadrajet90LS,2013,250000,50000,Diesel,Individual,Manual,FirstOwner,21.02,1248,88.8,5
RenaultPulseRxZOptional,2012,245000,100000,Diesel,Dealer,Manual,FirstOwner,23.08,1461,63.1,5
HyundaiGrandi10MagnaAT,2019,625000,4337,Petrol,Dealer,Automatic,FirstOwner,18.9,1197,82,5
VolkswagenPolo2015-20191.0MPITrendline,2018,560000,14495,Petrol,Dealer,Manual,FirstOwner,18.78,999,75,5
HondaJazz1.2ViVTEC,2018,680000,8576,Petrol,Dealer,Manual,FirstOwner,18.7,1199,88.7,5
MarutiSwiftDzireVDI,2019,700000,30000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
TataIndigoeCSLXBSIV,2013,220000,80000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
TataIndigoCSLX(TDI)BS-III,2017,450000,70000,Diesel,Individual,Manual,FirstOwner,19.09,1405,69.01,5
TataTigor1.2RevotronXZA,2017,525000,19723,Petrol,Dealer,Automatic,FirstOwner,20.3,1199,84,5
ToyotaInnova2.5GX7STR,2009,650000,242000,Diesel,Individual,Manual,Fourth&AboveOwner,12.8,2494,102,7
BMW6SeriesGT630dLuxuryLine,2018,5500000,22000,Diesel,Individual,Automatic,FirstOwner,17.09,2993,261.4,4
MarutiSwiftDzireAMTZDIPlus,2017,875000,30000,Diesel,Dealer,Automatic,FirstOwner,28.4,1248,74.02,5
Hyundaii20AstaOption1.2,2019,785000,9000,Petrol,Dealer,Manual,FirstOwner,18.6,1197,81.83,5
HondaWR-Vi-VTECVX,2017,819999,30000,Petrol,Dealer,Manual,FirstOwner,17.5,1199,88.7,5
BMW3SeriesGTLuxuryLine,2016,2950000,60000,Diesel,Dealer,Automatic,FirstOwner,21.76,1995,188,5
ToyotaInnovaCrysta2.4ZXMT,2016,1925000,27000,Diesel,Dealer,Manual,FirstOwner,13.68,2393,147.51,7
HondaWR-Vi-DTECVX,2017,885000,39000,Diesel,Dealer,Manual,FirstOwner,25.5,1498,98.6,5
FordEcoSport1.5TiVCTATTitaniumBEBSIV,2015,680000,64000,Petrol,Dealer,Automatic,FirstOwner,16.05,1499,110.4,5
FordEcoSport1.5DieselTitaniumPlusBSIV,2017,960000,42000,Diesel,Dealer,Manual,FirstOwner,23,1498,98.96,5
HondaBrio1.2VXMT,2012,385000,45000,Petrol,Dealer,Manual,FirstOwner,18.5,1198,86.8,5
TataHarrierXZ,2019,1650000,15000,Diesel,Dealer,Manual,FirstOwner,17,1956,167.67,5
MahindraTUV300mHAWK100T8,2018,890000,55000,Diesel,Dealer,Manual,FirstOwner,18.49,1493,100,7
FordEndeavour3.0L4X4AT,2015,1275000,64000,Diesel,Dealer,Automatic,FirstOwner,11.4,2953,153.86,7
BMW6SeriesGT630dLuxuryLine,2018,6000000,27000,Diesel,Dealer,Automatic,FirstOwner,17.09,2993,261.4,4
MarutiCiazDeltaAutomaticBSIV,2019,1025000,15000,Petrol,Dealer,Automatic,FirstOwner,20.28,1462,103.25,5
VolkswagenPoloGTTSI,2016,675000,69000,Petrol,Dealer,Automatic,FirstOwner,17.2,1197,103.6,5
MarutiSwiftDzireZXIPlusBSIV,2017,700000,80000,Petrol,Dealer,Manual,FirstOwner,22,1197,81.8,5
FordEcoSport1.5TDCiTitaniumPlusBSIV,2016,780000,60000,Diesel,Dealer,Manual,FirstOwner,22.77,1498,98.59,5
HyundaiVerna1.6SXCRDi(O),2017,1050000,70000,Diesel,Dealer,Manual,FirstOwner,22.32,1582,126.32,5
AudiQ545TDIquattroTechnology,2015,2700000,105000,Diesel,Dealer,Automatic,SecondOwner,13.22,2967,241.4,5
TataBoltQuadrajetXE,2016,400000,100000,Diesel,Individual,Manual,FirstOwner,22.95,1248,74,5
MahindraBolero2011-2019PlusNonAC,2011,400000,100000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,9
MarutiAltoLXBSIII,2009,85000,90000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
TataHexaXM,2018,1300000,35000,Diesel,Individual,Manual,FirstOwner,17.6,2179,153.86,7
MahindraTUV300mHAWK100T8,2018,819999,11500,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
MahindraTUV300T6PlusAMT,2015,620000,40000,Diesel,Individual,Automatic,FirstOwner,18.49,1493,100,7
RenaultKWID1.0RXL,2018,260000,50000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
HyundaiElantraS,2016,805000,49900,Petrol,Dealer,Manual,FirstOwner,16.3,1797,147.5,5
HyundaiGrandi10Asta,2015,484999,55380,Petrol,Dealer,Manual,FirstOwner,18.9,1197,82,5
JaguarXE2016-20192.0LDieselPrestige,2017,2711000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
TataNexon1.2RevotronXZPlusDualTone,2018,811000,11000,Petrol,Dealer,Manual,FirstOwner,17,1198,108.5,5
HondaJazz1.2VATiVTEC,2015,575000,50000,Petrol,Individual,Automatic,FirstOwner,19,1199,88.7,5
JeepCompass2.0LongitudeOptionBSIV,2018,1675000,80000,Diesel,Individual,Manual,FirstOwner,17.1,1956,170,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
JaguarXFDiesel,2015,2500000,13500,Diesel,Dealer,Automatic,FirstOwner,14.74,2993,270.9,5
Mercedes-BenzCLA200CGISport,2018,2550000,18000,Petrol,Dealer,Automatic,FirstOwner,15.04,1991,183,5
Mercedes-BenzNewC-ClassC200AVANTGARDE,2017,2700000,16000,Petrol,Dealer,Automatic,FirstOwner,14.74,1991,181.04,5
VolkswagenAmeo1.2MPIHighlinePlus16,2017,650000,18816,Petrol,Dealer,Manual,FirstOwner,17,1198,73.75,5
ToyotaInnovaCrysta2.4ZXMTBSIV,2017,1748999,33019,Diesel,Dealer,Manual,FirstOwner,13.68,2393,147.8,7
HondaCityVAT,2017,925000,18000,Petrol,Dealer,Automatic,FirstOwner,15.6,1497,116.3,5
ToyotaGlanzaVCVT,2019,894999,9654,Petrol,Dealer,Automatic,FirstOwner,19.56,1197,81.8,5
MarutiAltoK10VXI,2011,175000,11000,Petrol,Dealer,Manual,FirstOwner,23.95,998,67.05,5
MarutiSwiftVXI,2012,340000,24300,Petrol,Dealer,Manual,FirstOwner,21.21,1197,81.8,5
ToyotaInnovaCrysta2.8ZXATBSIV,2016,1525000,42163,Diesel,Dealer,Automatic,SecondOwner,11.36,2755,171.5,7
MarutiCiazS1.3,2017,810000,47747,Diesel,Dealer,Manual,FirstOwner,28.09,1248,88.5,5
TataNexon1.5RevotorqXZAPlusDualTone,2018,1025000,8000,Diesel,Dealer,Automatic,FirstOwner,21.5,1497,108.5,5
BMW3Series320dLuxuryLine,2016,2150000,30000,Diesel,Dealer,Automatic,FirstOwner,22.69,1995,190,5
ToyotaInnova2.5G(Diesel)8Seater,2013,910000,70000,Diesel,Individual,Manual,SecondOwner,12.99,2494,100,8
TataIndicaV2DLXBSIII,2016,300000,60000,Diesel,Individual,Manual,SecondOwner,17.88,1405,48.21,5
MarutiZenLXi-BSIII,2004,120000,80000,Petrol,Individual,Manual,SecondOwner,17.3,993,60,5
Hyundaii20Era1.2,2015,490000,45900,Petrol,Individual,Manual,SecondOwner,18.6,1197,81.83,5
HondaAmazeSi-Dtech,2013,425000,70000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
MarutiAltoLXi,2011,155000,40000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
MahindraScorpioSLEBSIV,2013,490000,90000,Diesel,Individual,Manual,SecondOwner,12.05,2179,120,8
MarutiAltoLXiBSIII,2010,132000,105000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
HyundaiElitei20DieselSportz,2018,750000,30000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.76,5
MarutiWagonRVXIBSIVwithABS,2011,225000,20000,Petrol,Individual,Manual,FirstOwner,18.9,998,67.1,5
Hyundaii10Sportz,2011,240000,80000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
MarutiWagonRVXI,2004,33351,90000,Petrol,Individual,Manual,ThirdOwner,18.9,998,67.1,5
ChevroletSpark1.0,2010,80000,80000,Petrol,Individual,Manual,SecondOwner,18,995,62,5
Maruti800Std,2004,40000,120000,Petrol,Individual,Manual,FirstOwner,16.1,796,37,4
HondaBRVi-DTECVMT,2019,1100000,50000,Diesel,Individual,Manual,SecondOwner,21.9,1498,98.6,7
JaguarXE2016-20192.0LDieselPrestige,2017,2711000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
LexusES300h,2019,5150000,20000,Petrol,Dealer,Automatic,FirstOwner,22.37,2487,214.56,5
JaguarXF2.0DieselPortfolio,2017,3200000,45000,Diesel,Dealer,Automatic,FirstOwner,19.33,1999,177,5
TataSafariStormeEX,2015,503000,110000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
VolvoXC40D4InscriptionBSIV,2019,3800000,20000,Diesel,Individual,Automatic,FirstOwner,18,1969,190,5
ToyotaCamry2.5Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,FirstOwner,19.16,2494,157.7,5
MarutiWagonRLXI,2013,225000,58343,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
MarutiBalenoAlpha1.3,2018,740000,38817,Diesel,Dealer,Manual,FirstOwner,27.39,1248,74,5
HondaJazzVX,2016,550000,56494,Petrol,Dealer,Manual,FirstOwner,18.2,1199,88.7,5
ToyotaInnova2.5VX(Diesel)7Seater,2013,750000,79328,Diesel,Dealer,Manual,SecondOwner,12.99,2494,100.6,7
MarutiSwiftAMTVVTVXI,2019,650000,5621,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
ToyotaEtiosVX,2017,625000,25538,Petrol,Dealer,Manual,FirstOwner,16.78,1496,88.73,5
MarutiSwiftAMTZXI,2018,600000,69779,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
HyundaiGrandi101.2CRDiSportz,2017,450000,56290,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
BMWX4MSportXxDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
BMWX4MSportXxDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
HondaAmazeVCVTPetrolBSIV,2019,779000,7032,Petrol,Dealer,Automatic,FirstOwner,19,1199,88.76,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
VolvoV40D3R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,FirstOwner,16.8,1984,150,5
HyundaiXcent1.1CRDiS,2016,380000,80000,Diesel,Individual,Manual,SecondOwner,24.4,1120,71,5
TataNewSafariDICOR2.2EX4x2,2011,300000,120000,Diesel,Individual,Manual,SecondOwner,11.57,2179,138.1,7
MarutiAlto800LXIAnniversaryEdition,2014,240000,50000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
MarutiSwiftVDI,2011,325000,70000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MahindraKUV100mFALCOND75K6,2016,400000,130000,Diesel,Individual,Manual,FirstOwner,25.32,1198,77,6
RenaultLodgyStepway85PSRXZ8S,2017,800000,50000,Diesel,Individual,Manual,FirstOwner,21.04,1461,83.8,8
FordEcoSport1.5DieselTitaniumBSIV,2018,950000,80000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
MarutiSwiftVDI,2013,300000,120000,Diesel,Individual,Manual,Fourth&AboveOwner,22.9,1248,74,5
MarutiAlto800LXI,2020,350000,5000,Petrol,Individual,Manual,FirstOwner,22.05,796,47.3,5
MahindraKUV100mFALCONG80K85strAW,2017,530000,59000,Petrol,Individual,Manual,FirstOwner,18.15,1198,82,5
ChevroletEnjoyTCDiLTZ7Seater,2013,350000,100000,Diesel,Individual,Manual,ThirdOwner,18.2,1248,73.8,7
HyundaiSonata2.4LAT,2008,168000,50000,Petrol,Individual,Automatic,FirstOwner,11,2359,165,5
RenaultKWIDRXT,2016,240000,45000,Petrol,Individual,Manual,SecondOwner,25.17,799,53.3,5
MarutiSwiftDzireVDi,2010,220000,80000,Diesel,Individual,Manual,Fourth&AboveOwner,19.3,1248,73.9,5
MarutiWagonRLXIMinor,2008,110000,80000,Petrol,Individual,Manual,Fourth&AboveOwner,18.9,1061,67,5
MarutiVitaraBrezzaZDiPlus,2016,850000,100000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
MarutiErtigaVDI,2014,545000,110000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
ToyotaInnovaCrysta2.4VXMT8SBSIV,2018,2064000,24000,Diesel,Individual,Manual,FirstOwner,13.68,2393,147.8,8
MarutiS-Cross2017-2020DeltaDDiS200SH,2018,950000,25000,Diesel,Individual,Manual,FirstOwner,25.1,1248,88.5,5
HyundaiEONMagnaPlus,2013,200000,68697,Petrol,Individual,Manual,ThirdOwner,21.1,814,55.2,5
MarutiSwiftVDIOptional,2017,660000,30000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
HondaAmazeVXi-DTEC,2013,420000,40000,Diesel,Individual,Manual,SecondOwner,25.8,1498,98.6,5
TataIndicaVistaAura1.2Safire(ABS)90hpBSIV,2010,150000,29000,Petrol,Individual,Manual,FirstOwner,16.5,1172,65,5
ChevroletBeatDieselLS,2013,175000,68000,Diesel,Individual,Manual,SecondOwner,25.44,936,57.6,5
HondaAmazeSCVTi-VTEC,2018,750000,15000,Petrol,Individual,Automatic,FirstOwner,18.1,1199,88.7,5
MarutiRitzVDi,2014,425000,70000,Diesel,Individual,Manual,FirstOwner,23.2,1248,73.94,5
ToyotaCorollaAltisD-4DG,2015,790000,126000,Diesel,Individual,Manual,ThirdOwner,21.43,1364,87.2,5
ToyotaInnova2.5VDiesel7-seater,2011,830000,300000,Diesel,Individual,Manual,ThirdOwner,12.8,2494,102,7
HondaMobilioRSiDTEC,2015,650000,94000,Diesel,Individual,Manual,SecondOwner,24.5,1498,98.6,7
ToyotaCorollaAltisD-4DJ,2015,780000,129000,Diesel,Individual,Manual,ThirdOwner,21.43,1364,87.2,5
Hyundaii10Magna1.1L,2010,180000,55000,Petrol,Individual,Manual,SecondOwner,19.81,1086,68.05,5
FordEcoSport1.5DieselTrendPlusBSIV,2019,869999,40000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
TataManzaAura(ABS)QuadrajetBSIV,2011,275000,50000,Diesel,Individual,Manual,FirstOwner,21.12,1248,88.8,5
Hyundaii201.2AstaOption,2017,630000,25000,Petrol,Individual,Manual,SecondOwner,18.6,1197,81.83,5
ToyotaCorollaH2,2008,150000,60000,Petrol,Individual,Manual,SecondOwner,13.4,1794,125,5
MarutiAlto800LXI,2016,315000,25000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
TataIndigoCR4,2011,189000,70000,Diesel,Individual,Manual,SecondOwner,23.57,1396,70,5
